运行模式_储能后,场景,风电场景,光伏场景,日氨产量(t/day)_储能后,新能源发电量(MWh)_储能后,弃电量(MWh)_储能后,弃电率(%)_储能后,常规负荷需求量(MWh)_储能后,常规负荷失供量(MWh)_储能后,常规负荷供电保障率(%)_储能后,园区终端用电量(MWh)_储能后,本地电力自给率(%)_储能后,新能源利用率(%)_储能后,碱性电解槽利用率(%)_储能后,PEM电解槽利用率(%)_储能后,制氢装置平均利用率(%)_储能后,合成氨装置利用率(%)_储能后,储能容量(MWh)_储能后,充电量(MWh)_储能后,放电量(MWh)_储能后,购电量(MWh)_储能后,售电量(MWh)_储能后,风电发电成本(¥/day)_储能后,光伏发电成本(¥/day)_储能后,碱性电解槽运维成本(¥/day)_储能后,PEM电解槽运维成本(¥/day)_储能后,合成氨装置运维成本(¥/day)_储能后,合成氨装置资本分摊(¥/day)_储能后,储能运维成本(¥/day)_储能后,储能资本分摊(¥/day)_储能后,购电成本(¥/day)_储能后,售电收入(¥/day)_储能后,日净成本(¥/day)_储能后,净吨氨成本(¥/t)_储能后,C-rate,日自损耗率(%),运行模式_储能前,日氨产量(t/day)_储能前,新能源发电量(MWh)_储能前,弃电量(MWh)_储能前,弃电率(%)_储能前,常规负荷需求量(MWh)_储能前,常规负荷失供量(MWh)_储能前,常规负荷供电保障率(%)_储能前,园区终端用电量(MWh)_储能前,本地电力自给率(%)_储能前,新能源利用率(%)_储能前,碱性电解槽利用率(%)_储能前,PEM电解槽利用率(%)_储能前,制氢装置平均利用率(%)_储能前,合成氨装置利用率(%)_储能前,储能容量(MWh)_储能前,充电量(MWh)_储能前,放电量(MWh)_储能前,购电量(MWh)_储能前,售电量(MWh)_储能前,风电发电成本(¥/day)_储能前,光伏发电成本(¥/day)_储能前,碱性电解槽运维成本(¥/day)_储能前,PEM电解槽运维成本(¥/day)_储能前,合成氨装置运维成本(¥/day)_储能前,合成氨装置资本分摊(¥/day)_储能前,储能运维成本(¥/day)_储能前,储能资本分摊(¥/day)_储能前,购电成本(¥/day)_储能前,售电收入(¥/day)_储能前,日净成本(¥/day)_储能前,净吨氨成本(¥/t)_储能前,日氨产量增加(t/day),弃电量减少(MWh),吨氨成本变化(¥/t)
离网配置储能,风电3-光伏3,3,3,22.73460439889506,356.52000000000004,0.0,0.0,60.72,0.0,100.0,356.5198597856355,100.0,100.0,0.4166709999999339,58.84011183045589,31.575839442909782,31.575839442909803,0.62975524,0.00014021436429261528,0.0,0.0,0.0,40710.00000000001,10214.400000000001,200.00207999996826,42364.88051792824,22.73460439889506,3287.671232876712,0.0,115.0237881278539,0.0,0.0,96914.71222333169,4262.872162756521,0.5,0.2,离网无储能,22.734615384615385,356.52000000000004,0.0,0.0,60.72,0.0,100.0,356.52,100.0,100.0,0.41666666666667257,58.84014423076922,31.575854700854702,31.575854700854702,0.0,0.0,0.0,0.0,0.0,40710.00000000001,10214.400000000001,200.00000000000284,42364.90384615384,22.734615384615385,3287.671232876712,0.0,0.0,0.0,0.0,96799.70969441517,4257.811625875139,-1.0985720326317505e-05,0.0,5.060536881382177
离网配置储能,风电3-光伏4,3,4,17.781527486161632,291.88,1e-07,3.4260655063724814e-08,60.72,0.0,100.0,291.8798573201011,100.0,99.99999996573935,0.0,46.306061161879235,24.696565953002256,24.696565953002267,0.62975524,0.00014257989887411782,0.0,0.0,0.0,40710.00000000001,2457.6000000000004,0.0,33340.36403655305,17.781527486161632,3287.671232876712,0.0,115.0237881278539,0.0,0.0,79928.44058504379,4495.026686950692,0.5,0.2,离网无储能,17.781538461538464,291.88,0.0,0.0,60.72,0.0,100.0,291.88,100.0,100.0,0.0,46.306089743589745,24.6965811965812,24.6965811965812,0.0,0.0,0.0,0.0,0.0,40710.00000000001,2457.6000000000004,0.0,33340.38461538462,17.781538461538464,3287.671232876712,0.0,0.0,0.0,0.0,79813.43738672289,4488.556350698206,-1.0975376831368067e-05,-1e-07,6.4703362524860495
离网配置储能,风电4-光伏1,4,1,47.14789897430809,876.924,172.90661750561748,19.717400539341774,60.72,0.0,100.0,703.6711916850603,100.0,80.28259946065822,50.04750836509215,78.989417092805,65.48319301987233,65.48319301987235,0.62975524,1.8193299430162113,1.473139133694165,0.0,0.0,55122.6,61132.8,24022.80401524423,56872.3803068196,47.14789897430809,3287.671232876712,14.73139133694165,115.0237881278539,0.0,0.0,200615.15863337964,4255.017996511344,,,离网无储能,46.837207506503155,876.924,177.2918,20.21746468337051,60.72,0.0,100.0,699.6322,100.0,79.78253531662949,50.0475040257649,78.18032852564102,65.05167709236551,65.0516770923655,0.0,0.0,0.0,0.0,0.0,55122.6,61132.8,24022.801932367154,56289.83653846153,46.837207506503155,3287.671232876712,0.0,0.0,0.0,0.0,199902.5469112119,4268.028722324153,0.3106914678049364,4.385182494382519,-13.010725812809142
离网配置储能,风电4-光伏2,4,2,40.704863795674264,618.364,9.12048915314677,1.4749385722886146,60.72,0.0,100.0,609.0769370826304,100.0,98.52506142771138,31.98951289810844,78.01142568205681,56.534533049547576,56.53453304954759,0.62975524,0.8746974668715817,0.7081237026488236,0.0,0.0,55122.6,30105.6,15354.966191092051,56168.22649108091,40.704863795674264,3287.671232876712,7.081237026488236,115.0237881278539,0.0,0.0,160201.87380399968,3935.6936460508305,0.5,0.2,离网无储能,40.39417725752509,618.364,13.326000000000008,2.1550413672206026,60.72,0.0,100.0,605.038,100.0,97.8449586327794,31.989492753623185,77.20236378205128,56.10302396878484,56.103023968784846,0.0,0.0,0.0,0.0,0.0,55122.6,30105.6,15354.956521739128,55585.70192307692,40.39417725752509,3287.671232876712,0.0,0.0,0.0,0.0,159496.92385495026,3948.5127482139114,0.31068653814917724,4.2055108468532385,-12.81910216308097
离网配置储能,风电4-光伏3,4,3,29.894268622543123,452.60400000000004,0.0,0.0,60.72,0.0,100.0,452.5299583290921,100.0,100.0,5.307443726719447,73.20564461032652,41.51981753130988,41.51981753130989,0.62975524,0.3882416709077324,0.31420000000000076,0.0,0.0,55122.6,10214.400000000001,2547.572988825335,52708.06411943508,29.894268622543123,3287.671232876712,3.1420000000000075,115.0237881278539,0.0,0.0,124028.36839788755,4148.901248059247,0.5,0.2,离网无储能,29.620526718691938,452.60400000000004,3.5857999999999994,0.7922599004869597,60.72,0.0,100.0,449.0182,100.0,99.20774009951305,5.385587761674729,72.42439903846153,41.13962044262769,41.139620442627695,0.0,0.0,0.0,0.0,0.0,55122.6,10214.400000000001,2585.08212560387,52145.5673076923,29.620526718691938,3287.671232876712,0.0,0.0,0.0,0.0,123384.94119289158,4165.521510292047,0.27374190385118524,3.5857999999999994,-16.620262232800087
离网配置储能,风电4-光伏4,4,4,25.081493805003667,387.964,0.0,0.0,60.72,0.0,100.0,387.8897273235608,100.0,100.0,1.8505130975222364,63.69719115686505,34.835408062505074,34.83540806250509,0.62975524,0.38847267643896205,0.31420000000000076,0.0,0.0,55122.6,2457.6000000000004,888.2462868106735,45861.977632942835,25.081493805003667,3287.671232876712,3.1420000000000075,115.0237881278539,0.0,0.0,107761.34243456309,4296.448340451919,0.5,0.2,离网无储能,24.791009810479377,387.964,3.5857999999999994,0.9242610139085068,60.72,0.0,100.0,384.3782,100.0,99.0757389860915,2.291787439613534,62.55460737179486,34.43195807011024,34.43195807011025,0.0,0.0,0.0,0.0,0.0,55122.6,2457.6000000000004,1100.0579710144962,45039.3173076923,24.791009810479377,3287.671232876712,0.0,0.0,0.0,0.0,107032.03752139398,4317.373045294452,0.2904839945242905,3.5857999999999994,-20.924704842533174
离网配置储能,风电5-光伏1,5,1,44.198004484974135,819.4200000000001,157.86258431432975,19.265161249948715,60.72,0.0,100.0,661.2290656476325,100.0,80.73483875005128,43.22501223828134,77.27708430445729,61.386117340241846,61.38611734024185,0.62975524,1.7262478708999809,1.397897832862336,0.0,0.0,46497.0,61132.8,20748.00587437504,55639.50069920925,44.198004484974135,3287.671232876712,13.97897832862336,115.0237881278539,0.0,0.0,187478.17857740243,4241.779255919548,0.5,0.2,离网无储能,44.16313846153846,819.4200000000001,158.64419999999998,19.36054770447389,60.72,0.0,100.0,660.7758,100.0,80.6394522955261,43.224999999999994,77.1862980769231,61.33769230769231,61.3376923076923,0.0,0.0,0.0,0.0,0.0,46497.0,61132.8,20747.999999999996,55574.134615384624,44.16313846153846,3287.671232876712,0.0,0.0,0.0,0.0,187283.76898672286,4240.725988027951,0.034866023435675686,0.7816156856702321,1.0532678915969882
离网配置储能,风电5-光伏2,5,2,36.48547235943319,560.8599999999999,9.282379389337462,1.6550261008696403,60.72,0.0,100.0,551.4627616373211,100.0,98.34497389913037,27.386034941149568,71.05147036251806,50.67426716587942,50.67426716587943,0.62975524,0.6028770934969997,0.4880181201557015,0.0,0.0,46497.0,30105.6,13145.296771751793,51157.058661013,36.48547235943319,3287.671232876712,4.880181201557015,115.0237881278539,0.0,0.0,144349.01610733033,3956.3422582360895,0.5,0.2,离网无储能,36.45061397250093,560.8599999999999,9.850400000000008,1.7563028206682612,60.72,0.0,100.0,551.0096,100.0,98.24369717933173,27.386030595813235,70.96069711538459,50.62585273958462,50.62585273958463,0.0,0.0,0.0,0.0,0.0,46497.0,30105.6,13145.294685990353,51091.7019230769,36.45061397250093,3287.671232876712,0.0,0.0,0.0,0.0,144163.71845591647,3955.042254286209,0.034858386932256735,0.5680206106625452,1.3000039498806473
离网配置储能,风电5-光伏3,5,3,25.60658637784679,395.1,0.0,0.0,60.72,0.0,100.0,395.09985978563554,100.0,100.0,2.490394789379052,64.50472325160266,35.56470330256497,35.564703302564986,0.62975524,0.0001402143642925988,0.0,0.0,0.0,46497.0,10214.400000000001,1195.389498901945,46443.400741153906,25.60658637784679,3287.671232876712,0.0,115.0237881278539,0.0,0.0,107778.49184743827,4209.014440936237,0.5,0.2,离网无储能,25.606596060943886,395.1,0.0,0.0,60.72,0.0,100.0,395.1,100.0,100.0,2.4904186795491277,64.50472756410254,35.56471675131095,35.564716751310954,0.0,0.0,0.0,0.0,0.0,46497.0,10214.400000000001,1195.4009661835812,46443.40384615383,25.606596060943886,3287.671232876712,0.0,0.0,0.0,0.0,107663.48264127507,4204.5214594331555,-9.683097097479276e-06,0.0,4.4929815030818645
离网配置储能,风电5-光伏4,5,4,20.74921979385394,330.4599999999999,0.0,0.0,60.72,0.0,100.0,330.45985732010104,100.0,100.0,0.0,54.0344265464946,28.81836082479712,28.81836082479714,0.62975524,0.00014267989874428014,0.0,0.0,0.0,46497.0,2457.6000000000004,0.0,38904.787113476115,20.74921979385394,3287.671232876712,0.0,115.0237881278539,0.0,0.0,91282.83135427455,4399.338011799034,0.5,0.2,离网无储能,20.749230769230767,330.4599999999999,0.0,0.0,60.72,0.0,100.0,330.46000000000004,100.0,100.0,0.0,54.03445512820513,28.81837606837607,28.818376068376065,0.0,0.0,0.0,0.0,0.0,46497.0,2457.6000000000004,0.0,38904.807692307695,20.749230769230767,3287.671232876712,0.0,0.0,0.0,0.0,91167.82815595364,4393.793156474373,-1.0975376827815353e-05,0.0,5.5448553246606025
离网配置储能,风电6-光伏1,6,1,41.544304438225765,715.76,90.08670800618945,12.586161283976397,60.72,0.0,100.0,625.3870231042653,100.0,87.4138387160236,40.98510901221729,72.32632242218942,57.70042283086911,57.700422830869115,0.62975524,1.5044527068719291,1.2181838173266506,0.0,0.0,30948.0,61132.8,19672.8523258643,52074.95214397639,41.544304438225765,3287.671232876712,12.181838173266506,115.0237881278539,0.0,0.0,167285.02563345677,4026.6656981151523,0.5,0.2,离网无储能,41.50944132292828,715.76,90.8262,12.689476919637869,60.72,0.0,100.0,624.9338,100.0,87.31052308036213,40.98510466988728,72.23553685897436,57.6520018374004,57.652001837400384,0.0,0.0,0.0,0.0,0.0,30948.0,61132.8,19672.850241545893,52009.58653846154,41.50944132292828,3287.671232876712,0.0,0.0,0.0,0.0,167092.41745420708,4025.407524863781,0.034863115297483205,0.739491993810546,1.2581732513713177
离网配置储能,风电6-光伏2,6,2,29.774500348356224,457.20000000000005,0.0,0.0,60.72,0.0,100.0,457.19985978563557,100.0,100.0,15.685592095007994,63.81286824071232,41.3534727060503,41.35347270605031,0.62975524,0.00014021436429256795,0.0,0.0,0.0,30948.0,30105.6,7529.084205603837,45945.26513331287,29.774500348356224,3287.671232876712,0.0,115.0237881278539,0.0,0.0,117960.41886026962,3961.7933963678397,0.5,0.2,离网无储能,29.77451133407655,457.20000000000005,0.0,0.0,60.72,0.0,100.0,457.20000000000005,100.0,100.0,15.685587761674734,63.81290064102563,41.353487963995214,41.35348796399521,0.0,0.0,0.0,0.0,0.0,30948.0,30105.6,7529.082125603873,45945.288461538454,29.77451133407655,3287.671232876712,0.0,0.0,0.0,0.0,117845.41633135312,3957.929485696732,-1.0985720326317505e-05,0.0,3.863910671107533
离网配置储能,风电6-光伏3,6,3,17.747681314279667,291.44,0.0,0.0,60.72,0.0,100.0,291.4398570856355,100.0,100.0,0.0,46.21792008926992,24.649557380943957,24.649557380943982,0.62975524,0.00014291436431790316,0.0,0.0,0.0,30948.0,10214.400000000001,0.0,33276.90246427434,17.747681314279667,3287.671232876712,0.0,115.0237881278539,0.0,0.0,77859.7451665932,4387.037595944872,0.5,0.2,离网无储能,17.747692307692308,291.44,0.0,0.0,60.72,0.0,100.0,291.44000000000005,100.0,100.0,0.0,46.217948717948715,24.649572649572647,24.649572649572647,0.0,0.0,0.0,0.0,0.0,30948.0,10214.400000000001,0.0,33276.92307692307,17.747692307692308,3287.671232876712,0.0,0.0,0.0,0.0,77744.74200210748,4380.554984515418,-1.0993412640658562e-05,0.0,6.482611429453755
离网配置储能,风电6-光伏4,6,4,11.780388948331904,226.8,12.708650452182573,5.603461398669565,60.72,1e-07,99.99999983530962,213.86505622831473,100.0,94.39653860133043,0.0,30.678096219614325,16.36165131712764,16.361651317127645,0.62975524,1.1895750868715922,0.9632817673688925,0.0,0.0,30948.0,2457.6000000000004,0.0,22088.229278122315,11.780388948331904,3287.671232876712,9.632817673688924,115.0237881278539,0.0,0.0,58917.937505748894,5001.357575217552,0.5,0.2,离网无储能,11.710646153846154,226.8,13.8416,6.102998236331569,60.72,0.0,100.0,212.9584,100.0,93.89700176366843,0.0,30.496474358974364,16.26478632478633,16.264786324786325,0.0,0.0,0.0,0.0,0.0,30948.0,2457.6000000000004,0.0,21957.461538461543,11.710646153846154,3287.671232876712,0.0,0.0,0.0,0.0,58662.4434174921,5009.325928460869,0.06974279448574983,1.132949547817427,-7.968353243317324
