运行模式,场景,风电场景,光伏场景,时段序号(h),时段,常规负荷功率(MW),风电功率(MW),光伏功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),常规负荷失供功率(MW),弃电功率(MW),储能充电功率(MW),储能放电功率(MW),储能电量(MWh),储能SOC(%),购电功率(MW),售电功率(MW)
离网配置储能,风电1-光伏1,1,1,22,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,1.8168572466253787,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏1,1,1,23,22:00-23:00,1.56,4.88,0.0,0.0,0.0,0.0,0.0,3.57498704652138,0.0,0.2549870465213809,0.28341349845484826,45.003753911574954,0.0,0.0
离网配置储能,风电1-光伏1,1,1,24,23:00-24:00,1.4802,3.1919999999999997,0.0,0.0,0.0,0.0,0.0,1.3969223799999997,0.31487761999999997,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏2,1,2,1,0:00-1:00,1.3698000000000001,9.776,0.0,0.0,8.385651557692315,0.33542606230769234,0.0,0.0,0.0,0.31487762,0.21686841681193808,34.43693724754685,0.0,0.0
离网配置储能,风电1-光伏2,1,2,2,1:00-2:00,1.0997999999999999,10.904,0.0,0.0,9.532386554543475,0.3812954621817397,0.0,0.0,0.0,0.10948201672523486,0.09520364185161184,15.117562475798032,0.0,0.0
离网配置储能,风电1-光伏2,1,2,3,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,0.0,13.800192307692289,0.5520076923076923,0.0,0.0,0.0,0.0,0.09519570060178131,15.11630147004117,0.0,0.0
离网配置储能,风电1-光伏2,1,2,4,3:00-4:00,0.99,13.312,0.0,0.0,11.848076923076908,0.47392307692307684,0.0,0.0,0.0,0.0,0.09518776001435664,15.115040569468961,0.0,0.0
离网配置储能,风电1-光伏2,1,2,5,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,0.0,13.357499999999977,0.5342999999999999,0.0,0.0,0.0,0.0,0.09517982008928255,15.11377977407263,0.0,0.0
离网配置储能,风电1-光伏2,1,2,6,5:00-6:00,1.6301999999999999,18.724,0.0,0.0,16.43634615384613,0.6574538461538462,0.0,0.0,0.0,0.0,0.09517188082650381,15.1125190838434,0.0,0.0
离网配置储能,风电1-光伏2,1,2,7,6:00-7:00,2.5002,9.628,0.0,0.0,6.85365384615385,0.2741461538461539,0.0,0.0,0.0,0.0,0.09516394222596516,15.111258498772502,0.0,0.0
离网配置储能,风电1-光伏2,1,2,8,7:00-8:00,3.3701999999999996,22.804000000000002,3.2,2.000000000000008,19.77288461538461,0.8609153846153846,0.0,0.0,0.0,0.0,0.09515600428761138,15.10999801885116,0.0,0.0
离网配置储能,风电1-光伏2,1,2,9,8:00-9:00,4.0098,17.852,10.88,3.7895652173912913,20.000000000000014,0.9326347826086958,0.0,0.0,0.0,0.0,0.09514806701138721,15.108737644070606,0.0,0.0
离网配置储能,风电1-光伏2,1,2,10,9:00-10:00,4.199999999999999,14.328000000000001,17.92,7.0028985507246615,19.999999999999986,1.0451014492753625,0.0,0.0,0.0,0.0,0.09514013039723744,15.107477374422075,0.0,0.0
离网配置储能,风电1-光伏2,1,2,11,10:00-11:00,4.1202,11.904,24.96,11.53990338164248,20.00000000000004,1.2038966183574884,0.0,0.0,0.0,0.0,0.09513219444510684,15.106217209896789,0.0,0.0
离网配置储能,风电1-光伏2,1,2,12,11:00-12:00,3.9000000000000004,7.736,31.36,13.90917874396136,19.999999999999986,1.2868212560386472,0.0,0.0,0.0,0.0,0.09512425915494019,15.104957150485985,0.0,0.0
离网配置储能,风电1-光伏2,1,2,13,12:00-13:00,3.2598000000000003,8.556000000000001,35.84,19.648523215458333,19.999979300000604,1.4876974845410658,0.0,0.0,0.0,0.0,0.09511632452668227,15.103697196180894,0.0,0.0
离网配置储能,风电1-光伏2,1,2,14,13:00-14:00,2.6898,14.52,37.12,20.0,20.0,1.5,0.0,7.1353223800000025,0.31487762,0.0,0.3784982485602779,60.102437346972756,0.0,0.0
离网配置储能,风电1-光伏2,1,2,15,14:00-15:00,3.63,6.707999999999999,32.0,13.795169082125653,19.999999999999943,1.2828309178743957,0.0,0.0,0.0,0.0,0.37846667677275214,60.09742400440401,0.0,0.0
离网配置储能,风电1-光伏2,1,2,16,15:00-16:00,3.8202000000000003,11.175999999999998,25.6,11.74473429951692,19.999999999999982,1.2110657004830916,0.0,0.0,0.0,0.0,0.37843510761873317,60.0924110800147,0.0,0.0
离网配置储能,风电1-光伏2,1,2,17,16:00-17:00,3.75,10.107999999999999,19.2,4.597101449275357,20.000000000000004,0.9608985507246377,0.0,0.0,0.0,0.0,0.37840354109800145,60.08739857376993,0.0,0.0
离网配置储能,风电1-光伏2,1,2,18,17:00-18:00,3.1398,6.3839999999999995,9.6,0.0,12.350192307692305,0.4940076923076922,0.0,0.0,0.0,0.0,0.3783719772103374,60.082386485634856,0.0,0.0
离网配置储能,风电1-光伏2,1,2,19,18:00-19:00,2.61,6.428000000000001,3.2,0.0,6.7480769230769235,0.26992307692307693,0.0,0.0,0.0,0.0,0.3783404159555213,60.07737481557458,0.0,0.0
离网配置储能,风电1-光伏2,1,2,20,19:00-20:00,2.1198,5.736,0.0,0.0,3.75,0.15,0.0,0.0,0.0,0.2838000000000003,0.062975524,10.0,0.0,0.0
离网配置储能,风电1-光伏2,1,2,21,20:00-21:00,1.8599999999999999,3.752,0.0,0.0,0.0,0.0,0.0,1.5771223799999998,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电1-光伏2,1,2,22,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,1.8168572466253787,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏2,1,2,23,22:00-23:00,1.56,4.88,0.0,0.0,0.0,0.0,0.0,3.5749866200184024,0.0,0.2549866200184029,0.283413972347046,45.00382916179403,0.0,0.0
离网配置储能,风电1-光伏2,1,2,24,23:00-24:00,1.4802,3.1919999999999997,0.0,0.0,0.0,0.0,0.0,1.3969229065029647,0.3148770934970349,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏3,1,3,1,0:00-1:00,1.3698000000000001,9.776,0.0,0.0,8.245424197825232,0.32981696791300913,0.0,0.0,0.0,0.16904116573823688,0.3789089215472305,60.16764887057239,0.0,0.0
离网配置储能,风电1-光伏3,1,3,2,1:00-2:00,1.0997999999999999,10.904,0.0,0.0,9.42711538461536,0.3770846153846153,0.0,0.0,0.0,0.0,0.37887731550411596,60.16263008849532,0.0,0.0
离网配置储能,风电1-光伏3,1,3,3,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,0.0,13.800192307692289,0.5520076923076923,0.0,0.0,0.0,0.0,0.3788457120973658,60.157611725051424,0.0,0.0
离网配置储能,风电1-光伏3,1,3,4,3:00-4:00,0.99,13.312,0.0,0.0,11.848076923076908,0.47392307692307684,0.0,0.0,0.0,0.0,0.37881411132675996,60.15259378020577,0.0,0.0
离网配置储能,风电1-光伏3,1,3,5,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,0.0,13.357499999999977,0.5342999999999999,0.0,0.0,0.0,0.0,0.3787825131920787,60.147576253923454,0.0,0.0
离网配置储能,风电1-光伏3,1,3,6,5:00-6:00,1.6301999999999999,18.724,0.0,0.0,16.43634615384613,0.6574538461538462,0.0,0.0,0.0,0.0,0.37875091769310204,60.142559146169546,0.0,0.0
离网配置储能,风电1-光伏3,1,3,7,6:00-7:00,2.5002,9.628,0.0,0.0,6.85365384615385,0.2741461538461539,0.0,0.0,0.0,0.0,0.37871932482961024,60.13754245690916,0.0,0.0
离网配置储能,风电1-光伏3,1,3,8,7:00-8:00,3.3701999999999996,22.804000000000002,1.28,0.0,19.917115384615368,0.7966846153846154,0.0,0.0,0.0,0.0,0.3786877346013834,60.13252618610737,0.0,0.0
离网配置储能,风电1-光伏3,1,3,9,8:00-9:00,4.0098,17.852,3.2,0.0,16.386730769230752,0.6554692307692307,0.0,0.0,0.0,0.0,0.37865614700820166,60.12751033372928,0.0,0.0
离网配置储能,风电1-光伏3,1,3,10,9:00-10:00,4.199999999999999,14.328000000000001,5.12,0.0,14.661538461538466,0.5864615384615385,0.0,0.0,0.0,0.0,0.3786245620498453,60.12249489973998,0.0,0.0
离网配置储能,风电1-光伏3,1,3,11,10:00-11:00,4.1202,11.904,7.68,0.0,14.869038461538441,0.5947615384615383,0.0,0.0,0.0,0.0,0.3785929797260945,60.117479884104576,0.0,0.0
离网配置储能,风电1-光伏3,1,3,12,11:00-12:00,3.9000000000000004,7.736,11.52,0.0,14.765384615384589,0.5906153846153845,0.0,0.0,0.0,0.0,0.37856140003672956,60.11246528678817,0.0,0.0
离网配置储能,风电1-光伏3,1,3,13,12:00-13:00,3.2598000000000003,8.556000000000001,14.08,0.0,18.63096153846149,0.7452384615384615,0.0,0.0,0.0,0.0,0.37852982298153065,60.10745110775587,0.0,0.0
离网配置储能,风电1-光伏3,1,3,14,13:00-14:00,2.6898,14.52,14.08,4.937412104347674,19.999979300000156,0.9728085956521748,0.0,0.0,0.0,0.0,0.3784982485602781,60.10243734697278,0.0,0.0
离网配置储能,风电1-光伏3,1,3,15,14:00-15:00,3.63,6.707999999999999,11.52,0.0,14.036538461538461,0.5614615384615385,0.0,0.0,0.0,0.0,0.37846667677275214,60.09742400440401,0.0,0.0
离网配置储能,风电1-光伏3,1,3,16,15:00-16:00,3.8202000000000003,11.175999999999998,7.04,0.0,13.842115384615383,0.5536846153846153,0.0,0.0,0.0,0.0,0.37843510761873317,60.0924110800147,0.0,0.0
离网配置储能,风电1-光伏3,1,3,17,16:00-17:00,3.75,10.107999999999999,5.12,0.0,11.036538461538461,0.4414615384615384,0.0,0.0,0.0,0.0,0.37840354109800145,60.08739857376993,0.0,0.0
离网配置储能,风电1-光伏3,1,3,18,17:00-18:00,3.1398,6.3839999999999995,3.2,0.0,6.196346153846154,0.24785384615384615,0.0,0.0,0.0,0.0,0.3783719772103374,60.082386485634856,0.0,0.0
离网配置储能,风电1-光伏3,1,3,19,18:00-19:00,2.61,6.428000000000001,1.28,0.0,4.901923076923078,0.1960769230769231,0.0,0.0,0.0,0.0,0.3783404159555213,60.07737481557458,0.0,0.0
离网配置储能,风电1-光伏3,1,3,20,19:00-20:00,2.1198,5.736,0.0,0.0,3.75,0.15,0.0,0.0,0.0,0.2838000000000003,0.062975524,10.0,0.0,0.0
离网配置储能,风电1-光伏3,1,3,21,20:00-21:00,1.8599999999999999,3.752,0.0,0.0,0.0,0.0,0.0,1.5771223799999998,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电1-光伏3,1,3,22,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,1.8168572466253787,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏3,1,3,23,22:00-23:00,1.56,4.88,0.0,0.0,0.0,0.0,0.0,3.5749866200183478,0.0,0.25498662001834826,0.28341397234710675,45.00382916180368,0.0,0.0
离网配置储能,风电1-光伏3,1,3,24,23:00-24:00,1.4802,3.1919999999999997,0.0,0.0,0.0,0.0,0.0,1.3969229065030326,0.31487709349696696,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏4,1,4,1,0:00-1:00,1.3698000000000001,9.776,0.0,0.0,8.385651653846155,0.33542606615384507,1e-07,0.0,0.0,0.31487762,0.21686841681193808,34.43693724754685,0.0,0.0
离网配置储能,风电1-光伏4,1,4,2,1:00-2:00,1.0997999999999999,10.904,0.0,0.0,9.427115384615384,0.37708461538461613,0.0,0.0,0.0,0.0,0.2168503271018728,34.43406474900833,0.0,0.0
离网配置储能,风电1-光伏4,1,4,3,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,0.0,13.82611208623703,0.5530444834494812,0.0,0.0,0.0,0.02695656968650985,0.18688049480460786,29.675099615623342,0.0,0.0
离网配置储能,风电1-光伏4,1,4,4,3:00-4:00,0.99,13.312,0.0,0.0,11.848076923076922,0.4739230769230769,0.0,0.0,0.0,0.0,0.18686490648604323,29.67262431767034,0.0,0.0
离网配置储能,风电1-光伏4,1,4,5,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,0.0,13.3575,0.5343,0.0,0.0,0.0,0.0,0.18684931946775168,29.670149226190112,0.0,0.0
离网配置储能,风电1-光伏4,1,4,6,5:00-6:00,1.6301999999999999,18.724,0.0,0.0,16.436346153846156,0.6574538461538462,0.0,0.0,0.0,0.0,0.18683373374962475,29.667674341165423,0.0,0.0
离网配置储能,风电1-光伏4,1,4,7,6:00-7:00,2.5002,9.628,0.0,0.0,6.853653846153847,0.2741461538461539,0.0,0.0,0.0,0.0,0.18681814933155397,29.665199662579063,0.0,0.0
离网配置储能,风电1-光伏4,1,4,8,7:00-8:00,3.3701999999999996,22.804000000000002,0.0,0.0,18.686346153846156,0.7474538461538462,0.0,0.0,0.0,0.0,0.18680256621343092,29.662725190413802,0.0,0.0
离网配置储能,风电1-光伏4,1,4,9,8:00-9:00,4.0098,17.852,0.0,0.0,13.309807692307693,0.5323923076923077,0.0,0.0,0.0,0.0,0.18678698439514715,29.66025092465243,0.0,0.0
离网配置储能,风电1-光伏4,1,4,10,9:00-10:00,4.199999999999999,14.328000000000001,0.0,0.0,9.73846153846154,0.3895384615384616,0.0,0.0,0.0,0.0,0.18677140387659424,29.65777686527773,0.0,0.0
离网配置储能,风电1-光伏4,1,4,11,10:00-11:00,4.1202,11.904,0.0,0.0,7.484423076923077,0.2993769230769231,0.0,0.0,0.0,0.0,0.1867558246576638,29.655303012272476,0.0,0.0
离网配置储能,风电1-光伏4,1,4,12,11:00-12:00,3.9000000000000004,7.736,1.28,0.0,4.919230769230769,0.19676923076923075,0.0,0.0,0.0,0.0,0.1867402467382474,29.65282936561947,0.0,0.0
离网配置储能,风电1-光伏4,1,4,13,12:00-13:00,3.2598000000000003,8.556000000000001,5.12,0.0,10.016049599128051,0.400641983965122,0.0,0.0,0.0,0.0004915830931692021,0.186178466681382,29.563623270745946,0.0,0.0
离网配置储能,风电1-光伏4,1,4,14,13:00-14:00,2.6898,14.52,7.68,0.0,18.75980769230769,0.7503923076923076,0.0,0.0,0.0,0.0,0.18616293692129904,29.56115727140262,0.0,0.0
离网配置储能,风电1-光伏4,1,4,15,14:00-15:00,3.63,6.707999999999999,5.12,0.0,7.882692307692308,0.31530769230769234,0.0,0.0,0.0,0.0,0.1861474084566046,29.558691477756437,0.0,0.0
离网配置储能,风电1-光伏4,1,4,16,15:00-16:00,3.8202000000000003,11.175999999999998,1.28,0.0,8.303653846153844,0.33214615384615376,0.0,0.0,0.0,0.0,0.1861318812871906,29.556225889790227,0.0,0.0
离网配置储能,风电1-光伏4,1,4,17,16:00-17:00,3.75,10.107999999999999,0.0,0.0,6.113461538461538,0.24453846153846148,0.0,0.0,0.0,0.0,0.18611635541294905,29.553760507486853,0.0,0.0
离网配置储能,风电1-光伏4,1,4,18,17:00-18:00,3.1398,6.3839999999999995,0.0,0.0,0.0,0.0,0.0,2.9293223799999994,0.31487762,0.0,0.46949068883377193,74.55129533082915,0.0,0.0
离网配置储能,风电1-光伏4,1,4,19,18:00-19:00,2.61,6.428000000000001,0.0,0.0,3.75,0.15,0.0,0.0,0.0,0.08199999999999896,0.3783404159555213,60.07737481557458,0.0,0.0
离网配置储能,风电1-光伏4,1,4,20,19:00-20:00,2.1198,5.736,0.0,0.0,3.75,0.15,0.0,0.0,0.0,0.2838000000000003,0.062975524,10.0,0.0,0.0
离网配置储能,风电1-光伏4,1,4,21,20:00-21:00,1.8599999999999999,3.752,0.0,0.0,0.0,0.0,0.0,1.5771223799999998,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电1-光伏4,1,4,22,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,1.8168572466253787,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电1-光伏4,1,4,23,22:00-23:00,1.56,4.88,0.0,0.0,0.0,0.0,0.0,3.574986620018356,0.0,0.25498662001835637,0.28341397234709775,45.003829161802244,0.0,0.0
离网配置储能,风电1-光伏4,1,4,24,23:00-24:00,1.4802,3.1919999999999997,0.0,0.0,0.0,0.0,0.0,1.3969229065030224,0.31487709349697734,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏1,2,1,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,4.093343865384618,0.16373375461538464,0.0,0.0,0.0,0.31487762,0.21686841681193808,34.43693724754685,0.0,0.0
离网配置储能,风电2-光伏1,2,1,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.248705978722069,0.2899482391488829,0.0,0.0,0.0,0.13845421787095658,0.06301230724525438,10.00584087958591,0.0,0.0
离网配置储能,风电2-光伏1,2,1,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692288,0.3300076923076922,0.0,0.0,0.0,0.0,0.06300705118083814,10.005006259390258,0.0,0.0
离网配置储能,风电2-光伏1,2,1,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769224,0.3582307692307692,0.0,0.0,0.0,0.0,0.06300179555484758,10.004171708813027,0.0,0.0
离网配置储能,风电2-光伏1,2,1,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923063,0.335376923076923,0.0,0.0,0.0,0.0,0.06299654036724614,10.003337227848416,0.0,0.0
离网配置储能,风电2-光伏1,2,1,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999992,0.3072999999999999,0.0,0.0,0.0,0.0,0.0629912856179972,10.00250281649061,0.0,0.0
离网配置储能,风电2-光伏1,2,1,7,6:00-7:00,2.5002,9.14,14.08,0.0,19.922884615384614,0.7969153846153846,0.0,0.0,0.0,0.0,0.06298603130706426,10.001668474733812,0.0,0.0
离网配置储能,风电2-光伏1,2,1,8,7:00-8:00,3.3701999999999996,7.640000000000001,25.6,8.763091787439603,20.000000000000014,1.1067082125603867,0.0,0.0,0.0,0.0,0.0629807774344107,10.000834202572209,0.0,0.0
离网配置储能,风电2-光伏1,2,1,9,8:00-9:00,4.0098,4.748,37.12,16.481352657004788,20.00000000000004,1.376847342995169,0.0,0.0,0.0,0.0,0.062975524,10.0,0.0,0.0
离网配置储能,风电2-光伏1,2,1,10,9:00-10:00,4.199999999999999,4.859999999999999,46.08,20.0,20.0,1.5,0.0,4.925122379999995,0.31487762,0.0,0.34636012900379565,54.99916586701138,0.0,0.0
离网配置储能,风电2-光伏1,2,1,11,10:00-11:00,4.1202,5.335999999999999,52.48,20.0,20.0,1.5,0.0,11.950857246625377,0.24494275337462104,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏1,2,1,12,11:00-12:00,3.9000000000000004,4.292,55.04,20.0,20.0,1.5,0.0,14.246877192934543,0.0,0.31487719293454003,0.21686889132911585,34.43701259700766,0.0,0.0
离网配置储能,风电2-光伏1,2,1,13,12:00-13:00,3.2598000000000003,4.168,56.32,20.0,20.0,1.5,0.0,15.41332238,0.31487762,0.0,0.5002406595794696,79.434140092184,0.0,0.0
离网配置储能,风电2-光伏1,2,1,14,13:00-14:00,2.6898,6.787999999999999,56.32,20.0,20.0,1.5,0.0,19.23307762,0.0,0.31487762,0.15033491063360688,23.871958672961078,0.0,0.0
离网配置储能,风电2-光伏1,2,1,15,14:00-15:00,3.63,8.364,52.48,20.0,20.0,1.5,0.0,15.39912237999999,0.31487762,0.0,0.4337122287027768,68.86996743413788,0.0,0.0
离网配置储能,风电2-光伏1,2,1,16,15:00-16:00,3.8202000000000003,8.404,44.8,20.0,20.0,1.5,0.0,7.735907039261131,0.14789296073886243,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏1,2,1,17,16:00-17:00,3.75,5.896,33.28,14.265181805020527,20.00000000000003,1.2992813631757196,0.0,0.0,0.0,0.1384631681962755,0.412884474371632,65.56268977954545,0.0,0.0
离网配置储能,风电2-光伏1,2,1,18,17:00-18:00,3.1398,6.6080000000000005,24.32,6.7518840579710115,20.000000000000004,1.0363159420289856,0.0,0.0,0.0,0.0,0.4128500343155757,65.55722097930867,0.0,0.0
离网配置储能,风电2-光伏1,2,1,19,18:00-19:00,2.61,6.252,11.52,0.0,14.88159237097985,0.5952636948391941,0.0,0.0,0.0,0.3148560658190469,0.062975524,10.0,0.0,0.0
离网配置储能,风电2-光伏1,2,1,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,1.87732238,0.3148776200000001,0.0,0.3463601290037957,54.99916586701139,0.0,0.0
离网配置储能,风电2-光伏1,2,1,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.2230572466253794,0.244942753374621,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏1,2,1,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.0,0.17667762000000015,0.0,0.31487761999999997,0.2168684168119382,34.436937247546865,0.0,0.0
离网配置储能,风电2-光伏1,2,1,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.2491223800000002,0.3148776199999998,0.0,0.5002401851018727,79.43406474900831,0.0,0.0
离网配置储能,风电2-光伏1,2,1,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.1418208249086774,0.07397917509132237,0.0,0.5667797160000001,90.0,0.0,0.0
离网配置储能,风电2-光伏2,2,2,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,4.093343865384618,0.16373375461538464,0.0,0.0,0.0,0.31487762,0.21686841681193808,34.43693724754685,0.0,0.0
离网配置储能,风电2-光伏2,2,2,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.2486604726749,0.289946418906996,0.0,0.0,0.0,0.1384068915818967,0.06306489201087644,10.014190911833689,0.0,0.0
离网配置储能,风电2-光伏2,2,2,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692288,0.3300076923076922,0.0,0.0,0.0,0.0,0.06305963156019143,10.013355595134298,0.0,0.0
离网配置储能,风电2-光伏2,2,2,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769224,0.3582307692307692,0.0,0.0,0.0,0.0,0.06305437154829796,10.012520348111428,0.0,0.0
离网配置储能,风电2-光伏2,2,2,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923063,0.335376923076923,0.0,0.0,0.0,0.0,0.06304911197515944,10.011685170759268,0.0,0.0
