运行模式,场景,风电场景,光伏场景,时段序号(h),时段,常规负荷功率(MW),风电功率(MW),光伏功率(MW),碱性电解槽功率(MW),PEM电解槽功率(MW),合成氨装置功率(MW),常规负荷失供功率(MW),弃电功率(MW),储能充电功率(MW),储能放电功率(MW),储能电量(MWh),储能SOC(%),购电功率(MW),售电功率(MW)
离网无储能,风电1-光伏3,1,3,7,6:00-7:00,2.5002,9.628,0.0,0.0,6.853653846153847,0.2741461538461538,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,8,7:00-8:00,3.3701999999999996,22.804000000000002,1.28,0.0,19.917115384615386,0.7966846153846154,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,9,8:00-9:00,4.0098,17.852,3.2,0.0,16.38673076923077,0.6554692307692308,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,10,9:00-10:00,4.199999999999999,14.328000000000001,5.12,0.0,14.661538461538463,0.5864615384615385,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,11,10:00-11:00,4.1202,11.904,7.68,0.0,14.86903846153846,0.5947615384615385,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,12,11:00-12:00,3.9000000000000004,7.736,11.52,0.0,14.765384615384615,0.5906153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,13,12:00-13:00,3.2598000000000003,8.556000000000001,14.08,0.0,18.63096153846154,0.7452384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,14,13:00-14:00,2.6898,14.52,14.08,4.937391304347841,19.99999999999999,0.972808695652174,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,15,14:00-15:00,3.63,6.707999999999999,11.52,0.0,14.036538461538461,0.5614615384615383,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,16,15:00-16:00,3.8202000000000003,11.175999999999998,7.04,0.0,13.842115384615383,0.5536846153846153,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,17,16:00-17:00,3.75,10.107999999999999,5.12,0.0,11.03653846153846,0.44146153846153835,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,18,17:00-18:00,3.1398,6.3839999999999995,3.2,0.0,6.196346153846154,0.24785384615384612,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,19,18:00-19:00,2.61,6.428000000000001,1.28,0.0,4.901923076923078,0.19607692307692312,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,20,19:00-20:00,2.1198,5.736,0.0,0.0,0.0,0.0,0.0,3.6161999999999996,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,21,20:00-21:00,1.8599999999999999,3.752,0.0,0.0,0.0,0.0,0.0,1.892,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,22,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,2.0618,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,23,22:00-23:00,1.56,4.88,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏3,1,3,24,23:00-24:00,1.4802,3.1919999999999997,0.0,0.0,0.0,0.0,0.0,1.7117999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,1,0:00-1:00,1.3698000000000001,9.776,0.0,0.0,8.082884615384616,0.32331538461538456,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,2,1:00-2:00,1.0997999999999999,10.904,0.0,0.0,9.427115384615384,0.37708461538461535,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,3,2:00-3:00,0.7998000000000001,15.152000000000001,0.0,0.0,13.80019230769231,0.5520076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,4,3:00-4:00,0.99,13.312,0.0,0.0,11.848076923076922,0.4739230769230769,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,5,4:00-5:00,1.1802000000000001,15.072000000000001,0.0,0.0,13.3575,0.5343,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,6,5:00-6:00,1.6301999999999999,18.724,0.0,0.0,16.436346153846156,0.6574538461538463,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,7,6:00-7:00,2.5002,9.628,0.0,0.0,6.853653846153847,0.2741461538461538,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,8,7:00-8:00,3.3701999999999996,22.804000000000002,0.0,0.0,18.686346153846156,0.7474538461538462,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,9,8:00-9:00,4.0098,17.852,0.0,0.0,13.309807692307693,0.5323923076923076,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,10,9:00-10:00,4.199999999999999,14.328000000000001,0.0,0.0,9.738461538461541,0.38953846153846156,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,11,10:00-11:00,4.1202,11.904,0.0,0.0,7.484423076923077,0.2993769230769231,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,12,11:00-12:00,3.9000000000000004,7.736,1.28,0.0,4.919230769230769,0.19676923076923075,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,13,12:00-13:00,3.2598000000000003,8.556000000000001,5.12,0.0,10.015576923076924,0.40062307692307697,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,14,13:00-14:00,2.6898,14.52,7.68,0.0,18.75980769230769,0.7503923076923076,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,15,14:00-15:00,3.63,6.707999999999999,5.12,0.0,7.882692307692308,0.3153076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,16,15:00-16:00,3.8202000000000003,11.175999999999998,1.28,0.0,8.303653846153844,0.33214615384615376,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,17,16:00-17:00,3.75,10.107999999999999,0.0,0.0,6.113461538461538,0.24453846153846148,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,18,17:00-18:00,3.1398,6.3839999999999995,0.0,0.0,0.0,0.0,0.0,3.2441999999999993,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,19,18:00-19:00,2.61,6.428000000000001,0.0,0.0,0.0,0.0,0.0,3.818000000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,20,19:00-20:00,2.1198,5.736,0.0,0.0,0.0,0.0,0.0,3.6161999999999996,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,21,20:00-21:00,1.8599999999999999,3.752,0.0,0.0,0.0,0.0,0.0,1.892,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,22,21:00-22:00,1.6301999999999999,3.6919999999999997,0.0,0.0,0.0,0.0,0.0,2.0618,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,23,22:00-23:00,1.56,4.88,0.0,0.0,0.0,0.0,0.0,3.32,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电1-光伏4,1,4,24,23:00-24:00,1.4802,3.1919999999999997,0.0,0.0,0.0,0.0,0.0,1.7117999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,3.790576923076923,0.15162307692307692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.115576923076923,0.28462307692307687,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692307,0.3300076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769231,0.35823076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923076,0.335376923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999999,0.3072999999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,7,6:00-7:00,2.5002,9.14,14.08,0.0,19.922884615384614,0.7969153846153846,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,8,7:00-8:00,3.3701999999999996,7.640000000000001,25.6,8.763091787439635,19.99999999999998,1.1067082125603864,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,9,8:00-9:00,4.0098,4.748,37.12,16.481352657004834,19.999999999999993,1.3768473429951689,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,10,9:00-10:00,4.199999999999999,4.859999999999999,46.08,20.0,20.0,1.5,0.0,5.239999999999995,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,11,10:00-11:00,4.1202,5.335999999999999,52.48,20.0,20.0,1.5,0.0,12.195799999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,12,11:00-12:00,3.9000000000000004,4.292,55.04,20.0,20.0,1.5,0.0,13.932000000000002,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,13,12:00-13:00,3.2598000000000003,4.168,56.32,20.0,20.0,1.5,0.0,15.728200000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,14,13:00-14:00,2.6898,6.787999999999999,56.32,20.0,20.0,1.5,0.0,18.9182,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,15,14:00-15:00,3.63,8.364,52.48,20.0,20.0,1.5,0.0,15.713999999999992,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,16,15:00-16:00,3.8202000000000003,8.404,44.8,20.0,20.0,1.5,0.0,7.883799999999994,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,17,16:00-17:00,3.75,5.896,33.28,14.131400966183605,19.99999999999997,1.294599033816425,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,18,17:00-18:00,3.1398,6.6080000000000005,24.32,6.7518840579710115,20.000000000000004,1.0363159420289856,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,19,18:00-19:00,2.61,6.252,11.52,0.0,14.578846153846152,0.5831538461538461,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,20,19:00-20:00,2.1198,4.312,0.0,0.0,0.0,0.0,0.0,2.1922,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,21,20:00-21:00,1.8599999999999999,2.3280000000000003,0.0,0.0,0.0,0.0,0.0,0.4680000000000004,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,22,21:00-22:00,1.6301999999999999,1.492,0.0,0.0,0.0,0.0,0.13819999999999988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,23,22:00-23:00,1.56,2.124,0.0,0.0,0.0,0.0,0.0,0.5640000000000001,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏1,2,1,24,23:00-24:00,1.4802,3.6959999999999997,0.0,0.0,0.0,0.0,0.0,2.2157999999999998,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,1,0:00-1:00,1.3698000000000001,5.312,0.0,0.0,3.790576923076923,0.15162307692307692,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,2,1:00-2:00,1.0997999999999999,8.5,0.0,0.0,7.115576923076923,0.28462307692307687,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,3,2:00-3:00,0.7998000000000001,9.379999999999999,0.0,0.0,8.250192307692307,0.3300076923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,4,3:00-4:00,0.99,10.304,0.0,0.0,8.955769230769231,0.35823076923076924,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,5,4:00-5:00,1.1802000000000001,9.9,0.0,0.0,8.384423076923076,0.335376923076923,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,6,5:00-6:00,1.6301999999999999,9.62,0.0,0.0,7.682499999999999,0.3072999999999999,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,7,6:00-7:00,2.5002,9.14,0.0,0.0,6.384423076923078,0.2553769230769231,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,8,7:00-8:00,3.3701999999999996,7.640000000000001,3.2,0.0,7.1825,0.2873,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,9,8:00-9:00,4.0098,4.748,10.88,0.0,11.171346153846153,0.44685384615384616,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,10,9:00-10:00,4.199999999999999,4.859999999999999,17.92,0.0,17.865384615384617,0.7146153846153847,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,11,10:00-11:00,4.1202,5.335999999999999,24.96,5.194009661835736,20.00000000000001,0.9817903381642512,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,12,11:00-12:00,3.9000000000000004,4.292,31.36,10.581642512077309,19.99999999999999,1.1703574879227054,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,13,12:00-13:00,3.2598000000000003,4.168,35.84,15.408888888888896,20.0,1.3393111111111113,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,14,13:00-14:00,2.6898,6.787999999999999,37.12,19.727729468599023,20.000000000000007,1.490470531400966,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,15,14:00-15:00,3.63,8.364,32.0,15.395169082125562,20.000000000000043,1.3388309178743965,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,16,15:00-16:00,3.8202000000000003,8.404,25.6,9.066473429951657,20.00000000000004,1.1173265700483095,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,17,16:00-17:00,3.75,5.896,19.2,2.0,18.534615384615385,0.8113846153846154,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,18,17:00-18:00,3.1398,6.6080000000000005,9.6,0.0,12.56557692307692,0.5026230769230768,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
离网无储能,风电2-光伏2,2,2,19,18:00-19:00,2.61,6.252,3.2,0.0,6.578846153846154,0.2631538461538462,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
